user,week,auth_events,auth_success,success_rate,uniq_src,uniq_dst,night_auth
user1036,2023-05-14,9,9,1.0,2,1,0
user0112,2023-11-26,14,12,0.857,4,2,2
user0729,2023-02-12,13,13,1.0,1,1,0
user1080,2023-06-18,16,15,0.938,1,2,0
user0098,2023-05-28,5,4,0.8,4,1,0
user1262,2024-03-31,7,7,1.0,1,2,0
user1995,2023-08-20,13,12,0.923,1,3,1
user1332,2023-03-12,8,7,0.875,1,1,0
user0604,2023-07-09,14,14,1.0,1,1,0
user0490,2023-08-06,15,12,0.8,3,2,1
user0345,2024-06-09,6,6,1.0,1,1,0
user1386,2023-04-16,15,13,0.867,2,1,1
user1467,2023-12-03,11,11,1.0,2,2,1
user1507,2023-01-08,4,3,0.75,2,2,0
user1117,2023-04-23,6,5,0.833,3,1,0
user0560,2024-03-10,11,11,1.0,1,1,1
user0204,2023-06-18,8,8,1.0,2,3,0
user1983,2024-06-02,7,7,1.0,3,2,0
user0615,2024-04-28,15,14,0.933,1,1,0
user0609,2023-03-12,13,12,0.923,1,1,0
user0877,2023-05-14,15,15,1.0,2,2,0
user0614,2023-02-26,13,10,0.769,1,4,0
user1422,2023-12-31,12,11,0.917,1,3,0
user1939,2024-05-19,16,14,0.875,1,1,0
user0074,2024-02-18,12,11,0.917,1,2,0
user1071,2023-06-11,9,8,0.889,3,2,2
user0470,2023-09-10,10,9,0.9,3,3,2
user1168,2024-06-23,10,10,1.0,5,1,0
user0641,2024-05-12,16,16,1.0,3,1,0
user1043,2023-09-24,6,6,1.0,1,1,0
user1318,2023-11-12,10,10,1.0,2,3,0
user0259,2023-11-12,9,8,0.889,1,1,0
user0071,2024-06-23,8,7,0.875,1,1,0
user0794,2024-01-28,21,17,0.81,1,1,3
user0447,2023-08-13,10,8,0.8,2,5,0
user1838,2024-06-02,9,8,0.889,3,3,0
user0929,2023-01-15,16,14,0.875,1,3,1
user0618,2024-04-14,13,10,0.769,3,1,1
user1220,2024-04-28,16,15,0.938,1,1,0
user1344,2023-04-09,11,10,0.909,1,1,0
user1402,2023-04-16,16,16,1.0,3,1,0
user1058,2023-02-19,5,4,0.8,1,5,0
user0171,2024-06-02,10,9,0.9,1,5,0
user0373,2024-03-17,11,11,1.0,1,3,0
user1220,2023-10-01,11,10,0.909,1,4,1
user1281,2023-01-15,10,10,1.0,1,4,0
user1558,2023-05-07,9,8,0.889,2,1,1
user0390,2024-04-28,10,10,1.0,6,1,0
user1118,2023-03-12,15,14,0.933,2,5,0
user2000,2023-04-30,13,11,0.846,1,2,2
user1002,2023-09-03,4,4,1.0,1,2,0
user0321,2023-01-22,17,15,0.882,2,1,0
user0585,2023-07-16,10,9,0.9,3,1,0
user1877,2024-04-28,10,9,0.9,3,4,1
user1120,2024-06-30,6,6,1.0,1,3,2
user0868,2024-03-10,9,7,0.778,4,5,0
user0101,2024-06-23,12,9,0.75,2,1,0
user0412,2024-06-09,11,11,1.0,3,2,1
user1482,2024-02-11,8,8,1.0,1,2,0
user0378,2023-07-09,7,7,1.0,1,1,0
user1297,2023-10-29,9,9,1.0,2,1,0
user0084,2024-02-18,12,11,0.917,3,1,1
user0219,2023-06-11,16,14,0.875,1,1,2
user1793,2023-11-05,9,8,0.889,3,1,1
user1965,2024-04-14,15,14,0.933,1,1,0
user0275,2023-11-12,9,8,0.889,1,1,2
user0138,2023-12-24,14,14,1.0,3,1,0
user1562,2024-02-11,17,15,0.882,1,2,0
user1063,2023-01-15,12,12,1.0,2,1,0
user0848,2024-04-28,15,14,0.933,1,3,1
user0423,2023-07-09,7,7,1.0,1,3,0
user1356,2023-08-13,7,5,0.714,1,1,1
user1415,2023-12-24,15,15,1.0,1,1,1
user0207,2023-03-12,8,8,1.0,2,1,1
user0488,2024-05-05,9,7,0.778,2,2,1
user1660,2023-10-29,10,9,0.9,1,1,0
user0195,2023-07-16,11,10,0.909,2,1,0
user1112,2023-08-06,15,12,0.8,4,1,1
user0102,2023-05-21,15,15,1.0,1,2,0
user0161,2024-01-28,7,7,1.0,4,1,1
user1637,2023-07-02,11,10,0.909,1,5,1
user1167,2024-02-04,12,12,1.0,1,1,1
user1572,2024-03-31,14,14,1.0,3,1,0
user1249,2023-01-22,15,14,0.933,1,1,1
user1144,2023-10-22,13,13,1.0,1,3,1
user0139,2024-04-28,11,9,0.818,1,1,3
user1211,2024-02-18,12,11,0.917,1,3,1
user0010,2024-01-28,10,8,0.8,1,3,0
user0299,2023-10-08,5,5,1.0,4,1,1
user0106,2023-01-08,16,15,0.938,1,2,1
user1330,2023-10-01,14,13,0.929,1,2,2
user1753,2023-05-21,14,12,0.857,1,1,2
user1858,2024-03-24,5,4,0.8,1,1,0
user1104,2023-03-12,14,13,0.929,1,3,3
user0653,2023-03-19,3,2,0.667,1,2,0
user1103,2023-08-13,14,13,0.929,1,3,1
user1060,2023-11-12,8,7,0.875,1,1,0
user0342,2023-09-17,17,14,0.824,3,2,2
user1962,2023-06-11,15,14,0.933,1,3,0
user1199,2023-01-01,11,10,0.909,3,1,0
user1722,2024-01-14,9,9,1.0,3,4,1
user1706,2023-08-27,13,11,0.846,3,3,0
user1140,2023-05-28,13,11,0.846,1,2,1
user1777,2023-07-16,9,9,1.0,2,1,0
user1816,2023-09-24,13,12,0.923,1,1,1
user0219,2023-12-31,17,17,1.0,3,1,0
user1206,2023-08-06,7,7,1.0,2,3,0
user0944,2024-06-16,15,15,1.0,2,3,1
user1858,2024-04-28,14,14,1.0,1,2,0
user1425,2023-01-29,15,14,0.933,1,2,1
user1176,2024-03-10,15,14,0.933,2,2,0
user0556,2023-09-10,10,9,0.9,1,3,1
user0721,2023-10-15,13,12,0.923,1,3,0
user0487,2023-01-15,11,9,0.818,1,2,1
user1305,2023-06-11,8,7,0.875,2,2,0
user1923,2023-04-30,7,7,1.0,1,1,0
user1411,2023-10-01,13,11,0.846,1,2,2
user0079,2023-06-11,11,11,1.0,2,2,1
user1303,2023-02-12,16,16,1.0,3,1,0
user1078,2024-02-18,15,13,0.867,2,5,1
user1629,2023-02-12,14,12,0.857,1,2,1
user1792,2023-04-02,11,10,0.909,4,3,2
user0298,2023-06-11,19,18,0.947,2,1,3
user1598,2023-07-30,12,12,1.0,1,1,0
user0911,2024-01-21,14,14,1.0,1,2,0
user1418,2023-12-31,15,13,0.867,1,2,2
user1805,2024-02-11,8,8,1.0,1,2,1
user1271,2023-03-05,7,7,1.0,1,1,0
user0832,2023-05-28,7,6,0.857,2,1,0
user0287,2024-04-28,13,13,1.0,1,1,0
user0833,2023-02-19,13,12,0.923,1,2,1
user1349,2023-01-29,8,8,1.0,4,2,1
user1868,2023-03-19,12,9,0.75,1,1,1
user1119,2024-03-03,7,4,0.571,1,1,0
user1959,2023-02-26,8,6,0.75,2,1,0
user1402,2024-01-07,10,10,1.0,6,1,0
user0642,2024-01-21,10,10,1.0,1,4,0
user0698,2024-06-23,11,11,1.0,2,2,1
user1701,2023-12-17,11,9,0.818,5,1,2
user0604,2023-10-15,19,18,0.947,1,2,0
user1173,2023-02-19,11,10,0.909,1,1,0
user0691,2023-04-02,14,13,0.929,2,1,2
user1846,2023-11-05,9,9,1.0,3,1,0
user1977,2024-06-16,11,11,1.0,3,3,0
user1060,2024-04-28,11,10,0.909,3,1,0
user0070,2023-11-26,13,10,0.769,1,2,2
user1728,2023-11-26,10,7,0.7,1,3,3
user0750,2023-06-18,14,12,0.857,1,5,1
user0903,2024-07-07,15,14,0.933,2,4,1
user1699,2023-08-13,9,7,0.778,1,5,1
user0342,2023-10-08,14,12,0.857,4,2,0
user0529,2024-01-28,10,9,0.9,4,2,1
user1376,2023-12-03,15,13,0.867,2,2,0
user1352,2023-04-30,9,8,0.889,1,1,1
user1851,2023-11-12,14,12,0.857,3,3,0
user1809,2023-03-05,15,13,0.867,1,3,2
user1817,2023-08-20,12,11,0.917,4,1,0
user0158,2023-03-26,15,15,1.0,4,2,0
user1450,2023-06-18,9,9,1.0,1,2,0
user1422,2024-03-17,19,19,1.0,2,2,1
user1404,2023-12-24,13,11,0.846,4,1,0
user0029,2023-01-01,8,7,0.875,1,2,1
user0292,2023-07-23,10,8,0.8,1,1,1
user1057,2023-10-15,10,9,0.9,3,1,1
user0879,2023-06-11,9,9,1.0,1,3,0
user1941,2023-06-11,12,11,0.917,3,1,0
user0373,2023-09-03,16,14,0.875,1,1,2
user1493,2023-05-14,15,12,0.8,1,1,3
user1545,2024-02-11,16,14,0.875,3,2,0
user0564,2023-09-17,14,11,0.786,1,1,1
user1194,2024-05-12,12,11,0.917,1,1,2
user1783,2023-12-03,10,10,1.0,2,1,2
user0986,2023-07-23,9,9,1.0,1,2,0
user0304,2024-02-18,10,10,1.0,1,1,0
user0218,2023-09-24,12,10,0.833,1,1,1
user1282,2024-04-28,11,8,0.727,1,4,0
user1608,2023-09-10,7,7,1.0,3,2,0
user1167,2024-05-19,19,19,1.0,1,2,2
user0465,2023-05-21,13,13,1.0,1,1,0
user0193,2024-01-21,11,9,0.818,1,1,3
user0639,2023-05-28,8,7,0.875,1,4,0
user0910,2023-08-06,15,14,0.933,3,1,0
user0777,2024-06-23,8,8,1.0,1,1,1
user1882,2024-06-09,16,15,0.938,1,1,0
user1296,2024-02-18,14,11,0.786,1,2,2
user1182,2023-05-21,19,19,1.0,1,1,0
user1553,2023-07-09,15,12,0.8,1,1,2
user0868,2024-04-28,9,6,0.667,1,1,0
user1545,2024-02-11,14,12,0.857,1,2,3
user1393,2024-05-26,8,8,1.0,1,1,0
user0337,2023-09-17,13,11,0.846,2,1,3
user1066,2023-09-10,6,5,0.833,4,2,0
user1511,2023-05-21,17,16,0.941,1,1,0
user1599,2023-10-29,13,12,0.923,2,1,2
user1966,2023-07-30,15,12,0.8,2,1,0
user1159,2023-01-15,10,9,0.9,1,2,1
user0617,2023-12-17,16,14,0.875,4,1,2
user1620,2024-05-26,14,13,0.929,1,3,0
user1744,2023-05-14,16,15,0.938,1,1,3
user0098,2023-04-02,13,12,0.923,1,6,0
user0007,2023-07-16,11,8,0.727,1,2,1
user1664,2023-01-08,18,17,0.944,3,2,1
user0265,2023-01-01,10,10,1.0,1,3,0
user1586,2024-02-11,11,9,0.818,1,1,0
user1637,2024-03-24,8,8,1.0,1,3,0
user1298,2024-01-28,6,6,1.0,1,2,0
user1703,2023-03-26,11,11,1.0,2,2,0
user0049,2023-01-01,13,13,1.0,1,3,0
user1884,2023-08-27,15,14,0.933,3,3,0
user1063,2023-09-10,15,15,1.0,3,1,0
user1711,2024-04-07,11,9,0.818,3,3,0
user0545,2023-09-24,7,7,1.0,1,3,0
user0773,2023-10-01,14,12,0.857,1,2,1
user1032,2024-03-10,10,10,1.0,4,3,0
user0127,2024-02-18,5,5,1.0,3,1,0
user1210,2024-06-23,13,13,1.0,2,1,0
user0004,2023-06-11,10,9,0.9,2,1,0
user1743,2023-12-10,10,9,0.9,4,2,0
user0216,2024-07-07,12,11,0.917,1,1,1
user0086,2023-08-06,11,11,1.0,1,2,0
user0426,2024-03-10,11,11,1.0,2,2,2
user0405,2023-09-17,13,13,1.0,1,2,0
user0841,2024-02-11,16,14,0.875,1,3,0
user0223,2023-02-05,8,7,0.875,1,1,1
user0553,2024-05-05,9,9,1.0,2,2,0
user0126,2024-06-16,10,10,1.0,1,1,0
user1871,2023-02-05,16,15,0.938,1,2,1
user0478,2024-06-16,13,12,0.923,2,1,0
user1741,2024-03-31,11,10,0.909,1,1,0
user0578,2023-06-25,6,6,1.0,2,1,0
user1422,2023-01-22,12,11,0.917,1,1,0
user1704,2024-01-14,8,7,0.875,3,1,0
user1985,2023-12-10,14,14,1.0,3,1,1
user0149,2023-07-09,16,14,0.875,3,2,2
user0455,2024-01-21,11,9,0.818,2,1,2
user1195,2024-01-14,10,10,1.0,1,1,0
user0038,2023-09-24,14,12,0.857,2,2,2
user1769,2023-02-05,12,12,1.0,1,3,1
user1832,2023-10-15,5,4,0.8,1,1,1
user1408,2024-03-31,15,14,0.933,2,5,1
user0660,2023-05-28,8,6,0.75,1,1,1
user1297,2024-06-09,12,11,0.917,5,1,0
user1517,2023-03-12,17,17,1.0,1,2,1
user1989,2023-01-29,11,9,0.818,5,1,0
user1288,2023-01-29,17,16,0.941,1,4,3
user0661,2024-01-07,12,10,0.833,1,1,0
user1184,2023-09-03,15,10,0.667,1,2,0
user1074,2023-06-04,9,9,1.0,1,2,0
user0548,2024-03-24,11,11,1.0,1,4,1
user1952,2023-06-18,7,6,0.857,1,2,0
user0551,2023-10-15,17,15,0.882,1,1,1
user1334,2023-05-07,13,11,0.846,3,1,1
user1409,2024-06-02,8,8,1.0,2,5,0
user0762,2023-10-29,18,16,0.889,1,2,0
user1651,2023-10-15,16,15,0.938,2,1,0
user0201,2023-12-31,10,10,1.0,1,1,0
user0853,2023-08-20,10,10,1.0,1,1,0
user0284,2024-02-11,6,5,0.833,2,3,0
user0952,2023-05-07,14,9,0.643,1,2,0
user1351,2023-06-25,12,12,1.0,1,1,0
user1535,2023-01-29,9,7,0.778,3,3,0
user1081,2023-06-11,18,15,0.833,2,1,2
user0680,2024-01-28,7,6,0.857,2,2,0
user1957,2023-11-19,5,4,0.8,2,1,1
user1947,2024-01-21,13,13,1.0,2,2,0
user0468,2023-09-10,14,13,0.929,2,1,0
user1401,2024-03-24,7,7,1.0,3,2,0
user1168,2023-05-14,6,6,1.0,4,4,0
user1414,2023-05-07,16,15,0.938,2,3,1
user0971,2023-08-13,13,13,1.0,1,2,0
user1330,2023-07-02,17,15,0.882,2,2,1
user0525,2023-01-22,10,9,0.9,1,1,0
user1739,2023-08-20,14,14,1.0,3,1,0
user0896,2023-04-16,13,13,1.0,1,3,2
user1480,2023-03-26,12,10,0.833,2,1,1
user1913,2024-06-16,11,9,0.818,2,1,0
user0989,2023-06-04,11,10,0.909,3,3,0
user1326,2024-02-04,12,12,1.0,1,6,0
user0340,2023-03-12,16,15,0.938,2,1,0
user0279,2023-12-24,8,8,1.0,2,1,0
user0170,2023-07-30,12,12,1.0,2,1,0
user1573,2023-02-05,9,9,1.0,3,1,1
user1561,2023-08-06,15,14,0.933,4,6,2
user1839,2023-01-29,7,6,0.857,1,5,0
user1014,2023-11-26,15,13,0.867,1,1,2
user1919,2024-03-10,22,22,1.0,2,3,1
user0045,2024-02-25,11,10,0.909,3,1,1
user0183,2024-06-23,7,7,1.0,8,1,1
user1387,2024-07-07,9,7,0.778,1,2,0
user0723,2023-01-15,7,7,1.0,3,1,0
user1359,2024-02-04,11,11,1.0,2,6,0
user1022,2024-06-23,13,12,0.923,1,4,0
user1905,2023-03-19,9,7,0.778,2,1,1
user0066,2023-05-28,10,8,0.8,2,2,0
user0380,2024-03-03,8,8,1.0,2,1,0
user0726,2024-06-23,10,10,1.0,1,1,0
user0463,2023-01-01,16,14,0.875,1,1,1
user1601,2023-05-21,21,19,0.905,3,3,0
user1250,2024-04-07,14,13,0.929,1,3,0
user0197,2023-01-01,9,8,0.889,2,2,1
user1273,2024-06-23,12,11,0.917,3,1,1
user1849,2024-03-24,8,5,0.625,1,1,2
user0413,2024-06-16,13,11,0.846,2,3,1
user0499,2023-12-24,17,17,1.0,2,1,1
user0006,2023-10-01,19,18,0.947,2,1,0
user1253,2023-03-19,14,11,0.786,2,2,1
user0151,2023-06-25,8,6,0.75,2,2,0
user0519,2024-04-14,19,18,0.947,3,3,0
user0620,2023-10-29,16,16,1.0,2,3,1
user0674,2023-05-14,15,14,0.933,3,2,1
user1997,2023-11-12,10,9,0.9,1,1,1
user0124,2024-02-04,15,13,0.867,4,2,1
user0623,2023-09-10,10,8,0.8,3,3,1
user0797,2023-01-01,10,10,1.0,1,1,0
user1329,2023-10-08,10,9,0.9,1,2,0
user0810,2023-12-03,11,8,0.727,3,2,0
user0291,2023-10-22,9,9,1.0,3,1,0
user0733,2024-05-05,9,8,0.889,1,1,1
user1563,2023-02-19,10,9,0.9,2,3,0
user1802,2024-05-19,13,11,0.846,2,2,0
user1503,2023-10-22,11,11,1.0,2,1,0
user1197,2024-03-31,9,8,0.889,5,1,0
user0693,2023-09-03,8,7,0.875,2,1,0
user0476,2024-06-09,7,7,1.0,1,2,0
user1611,2023-12-10,16,13,0.812,1,3,3
user0612,2024-02-11,13,11,0.846,3,5,2
user0868,2023-10-29,12,11,0.917,1,1,1
user0229,2023-05-07,15,11,0.733,1,1,3
user1788,2024-04-14,15,15,1.0,3,1,0
user0482,2023-10-01,13,13,1.0,2,2,1
user0457,2024-02-18,10,10,1.0,2,1,0
user0973,2023-08-27,19,16,0.842,1,3,1
user1105,2024-06-30,15,14,0.933,2,1,0
user0828,2023-02-26,13,13,1.0,1,2,0
user1564,2023-11-12,14,13,0.929,3,2,0
user1323,2023-08-06,7,6,0.857,2,1,0
user0755,2024-04-07,16,14,0.875,1,1,0
user0080,2024-06-09,13,13,1.0,1,3,0
user1398,2023-05-07,11,11,1.0,2,3,0
user1693,2023-04-30,15,15,1.0,1,1,1
user1415,2024-01-14,11,11,1.0,1,2,0
user0705,2024-04-21,8,6,0.75,1,1,0
user0310,2023-06-25,6,6,1.0,1,1,0
user1649,2023-07-02,11,11,1.0,1,2,0
user0695,2023-07-16,12,7,0.583,1,1,2
user0773,2024-06-30,6,4,0.667,1,3,0
user0410,2024-04-28,7,6,0.857,2,1,0
user1731,2024-05-26,13,8,0.615,1,2,1
user1041,2023-11-12,14,12,0.857,2,1,0
user1121,2023-01-22,10,7,0.7,3,3,1
user0247,2024-06-16,10,8,0.8,1,1,1
user0820,2024-04-21,14,14,1.0,1,1,0
user0607,2024-06-30,15,14,0.933,1,1,1
user0557,2023-11-05,6,5,0.833,1,2,0
user0969,2023-01-01,13,12,0.923,3,4,0
user0855,2023-12-10,12,12,1.0,2,3,0
user1808,2023-07-30,11,9,0.818,2,1,0
user1205,2023-11-05,16,15,0.938,3,2,2
user0450,2023-09-24,14,10,0.714,5,1,2
user0034,2023-03-19,17,16,0.941,1,2,0
user0353,2023-04-16,13,12,0.923,2,6,0
user1213,2023-10-29,17,17,1.0,1,5,0
user0414,2023-05-21,11,11,1.0,2,1,0
user1605,2024-01-07,13,11,0.846,1,1,0
user0606,2023-04-09,12,12,1.0,5,1,0
user1423,2023-09-03,6,5,0.833,4,4,0
user0300,2024-01-14,17,17,1.0,2,2,1
user1928,2023-08-13,16,14,0.875,2,1,1
user0169,2023-08-20,11,10,0.909,1,1,2
user1914,2024-03-03,9,9,1.0,3,1,1
user0080,2024-05-05,14,14,1.0,1,1,0
user1856,2023-04-16,6,6,1.0,2,2,0
user1173,2023-09-03,10,10,1.0,1,2,0
user1991,2023-05-07,6,4,0.667,4,2,2
user0020,2024-01-28,5,5,1.0,2,1,0
user1253,2024-05-19,13,11,0.846,2,2,3
user1564,2023-01-15,14,12,0.857,3,2,0
user0744,2024-02-11,9,8,0.889,4,3,0
user0631,2023-05-21,15,15,1.0,2,2,1
user0269,2023-06-04,17,17,1.0,2,2,0
user0459,2024-01-28,13,11,0.846,1,3,2
user1109,2023-05-07,12,8,0.667,2,3,3
user1442,2023-12-17,11,9,0.818,1,1,1
user0601,2023-02-12,9,6,0.667,1,4,0
user1651,2023-01-29,14,12,0.857,1,4,1
user0572,2023-07-16,13,10,0.769,2,2,0
user1578,2023-04-23,16,14,0.875,2,1,1
user1278,2023-07-09,12,12,1.0,1,3,0
user0424,2023-10-15,15,14,0.933,2,2,0
user0112,2023-08-06,4,4,1.0,2,2,0
user1695,2023-06-18,15,14,0.933,3,1,0
user0074,2024-04-14,12,11,0.917,3,2,1
user0337,2023-11-12,21,20,0.952,3,1,0
user0961,2024-03-31,8,6,0.75,2,1,1
user1319,2023-02-26,12,10,0.833,1,1,0
user0771,2024-05-12,13,10,0.769,1,1,0
user1485,2023-02-26,11,11,1.0,1,3,0
user1355,2024-05-12,8,8,1.0,1,1,0
user0428,2023-01-08,18,18,1.0,2,2,1
user0605,2023-04-23,8,8,1.0,1,4,0
user0738,2024-02-25,10,9,0.9,3,1,2
user1394,2023-10-01,9,9,1.0,2,2,0
user1688,2023-01-08,11,11,1.0,1,2,0
user0100,2023-04-16,11,11,1.0,1,1,0
user0092,2024-01-07,8,8,1.0,2,1,0
user1920,2023-07-09,14,11,0.786,2,1,1
user1524,2024-03-03,16,16,1.0,2,1,1
user1628,2023-08-27,11,10,0.909,3,3,0
user0390,2024-07-07,14,14,1.0,2,1,0
user1436,2023-09-10,5,4,0.8,2,1,1
user0952,2023-03-05,14,14,1.0,1,1,0
user0398,2023-08-20,20,18,0.9,1,1,2
user1095,2024-01-28,9,8,0.889,1,5,0
user1365,2024-07-07,8,6,0.75,3,3,0
user0310,2023-12-24,9,9,1.0,4,1,0
user1959,2023-12-17,13,13,1.0,2,1,1
user1016,2023-09-10,9,9,1.0,2,2,0
user1590,2024-03-03,16,15,0.938,2,2,2
user1455,2024-06-02,10,9,0.9,1,1,0
user0796,2023-08-06,8,7,0.875,2,2,1
user1733,2023-03-19,17,14,0.824,3,1,0
user0355,2024-01-14,14,13,0.929,2,1,1
user1899,2023-01-15,12,11,0.917,2,3,0
user0170,2023-06-25,11,10,0.909,3,1,1
user0229,2023-08-06,10,9,0.9,4,3,0
user1126,2023-02-19,8,7,0.875,3,1,0
user1941,2024-06-02,11,11,1.0,3,1,0
user0920,2024-02-18,9,9,1.0,2,3,1
user1174,2024-06-30,13,9,0.692,1,3,0
user0329,2024-04-07,12,12,1.0,1,2,0
user1439,2023-06-04,15,11,0.733,1,3,1
user1406,2024-03-24,10,9,0.9,1,2,0
user1763,2023-08-20,3,3,1.0,1,3,0
user0575,2024-05-12,14,14,1.0,1,1,1
user1344,2023-04-16,8,5,0.625,3,1,0
user0664,2023-03-26,13,12,0.923,1,2,1
user0174,2023-07-09,9,9,1.0,1,1,0
user1277,2023-03-12,13,11,0.846,3,4,1
user1697,2024-05-05,17,13,0.765,2,3,2
user1382,2023-12-24,20,19,0.95,1,1,1
user0423,2023-09-17,13,13,1.0,1,2,0
user1108,2023-10-29,15,15,1.0,1,1,0
user0995,2023-03-26,8,8,1.0,1,1,0
user1282,2023-05-07,12,12,1.0,1,4,0
user1925,2024-06-09,12,12,1.0,1,1,0
user0915,2023-06-04,13,13,1.0,1,3,1
user0148,2023-04-02,16,15,0.938,1,4,1
user0402,2024-06-30,14,13,0.929,1,1,0
user1608,2024-01-28,20,20,1.0,3,2,1
user1509,2023-10-15,10,10,1.0,1,3,0
user0705,2023-07-09,9,9,1.0,1,2,0
user1052,2024-05-19,12,8,0.667,1,1,0
user1295,2023-07-02,12,11,0.917,3,1,2
user1643,2023-10-15,13,12,0.923,2,5,0
user1364,2023-05-21,11,11,1.0,2,1,1
user0432,2023-07-16,6,6,1.0,2,3,1
user0718,2024-06-02,12,12,1.0,2,3,1
user1010,2024-01-28,13,11,0.846,1,2,1
user1179,2024-01-14,15,14,0.933,4,1,1
user1681,2024-06-23,11,11,1.0,1,2,0
user0107,2024-03-03,16,13,0.812,3,1,1
user1788,2023-11-12,12,9,0.75,1,1,0
user0100,2023-03-05,16,14,0.875,4,2,1
user0435,2023-08-06,12,10,0.833,2,3,0
user1917,2023-04-02,8,8,1.0,1,1,1
user0815,2023-10-15,17,14,0.824,1,1,1
user1528,2023-03-26,10,10,1.0,2,2,0
user0739,2024-04-21,13,10,0.769,2,3,1
user1985,2023-08-13,18,17,0.944,1,1,0
user1484,2024-06-16,11,11,1.0,1,1,1
user0328,2023-01-29,20,19,0.95,1,1,0
user1383,2023-08-13,13,11,0.846,1,1,0
user0533,2024-02-11,13,11,0.846,2,2,3
user0416,2023-08-06,11,8,0.727,3,3,2
user1072,2024-06-16,13,12,0.923,1,4,1
user0398,2023-12-17,17,15,0.882,3,1,0
user0625,2023-12-31,10,9,0.9,2,1,0
user0159,2023-07-30,15,15,1.0,3,1,0
user0525,2023-12-31,7,6,0.857,1,2,0
user0044,2023-06-11,11,11,1.0,1,1,1
user0873,2024-02-25,11,11,1.0,1,2,0
user1405,2024-03-31,12,11,0.917,1,1,3
user1125,2024-01-07,19,19,1.0,1,3,0
user1660,2024-05-12,12,11,0.917,1,3,0
user0778,2023-09-17,11,10,0.909,2,2,0
user0539,2024-03-17,12,12,1.0,1,2,0
user1306,2024-01-14,18,18,1.0,1,1,3
user1187,2023-10-08,16,14,0.875,1,4,1
user0193,2024-06-16,13,12,0.923,6,1,0
user1293,2024-06-23,9,8,0.889,2,3,1
user1794,2023-08-20,10,9,0.9,1,3,0
user0423,2023-01-22,17,15,0.882,4,1,0
user0320,2023-03-05,12,10,0.833,1,1,0
user1021,2023-10-22,11,10,0.909,2,1,0
user0274,2024-06-02,17,16,0.941,2,4,1
user1178,2023-12-03,12,11,0.917,3,2,1
user1412,2023-12-17,9,9,1.0,1,2,0
user0608,2023-10-29,12,10,0.833,1,2,0
user1867,2023-01-01,12,12,1.0,2,1,0
user1673,2023-06-25,12,9,0.75,2,2,1
user0579,2023-03-19,10,10,1.0,5,1,0
user0930,2023-08-06,14,14,1.0,1,3,0
user0538,2023-09-10,12,11,0.917,2,1,0
user0678,2023-04-16,10,9,0.9,1,2,0
user0916,2023-12-31,13,13,1.0,1,1,1
user1755,2024-03-17,11,11,1.0,1,2,1
user1963,2024-02-18,10,9,0.9,1,3,0
user1032,2023-04-30,13,13,1.0,1,1,0
user1444,2024-06-09,20,18,0.9,2,3,1
user1277,2024-01-07,11,10,0.909,3,4,0
user1912,2023-08-13,10,7,0.7,2,1,1
user1237,2023-09-17,10,9,0.9,2,1,0
user1976,2024-06-16,17,16,0.941,1,1,0
user0915,2023-01-08,9,8,0.889,2,1,0
user0071,2024-01-07,10,9,0.9,1,2,0
user0155,2023-12-24,16,14,0.875,2,1,1
user1598,2023-01-29,12,10,0.833,3,1,1
user1677,2023-03-19,8,6,0.75,3,2,1
user0922,2023-10-08,15,15,1.0,2,2,0
user1677,2023-11-19,7,7,1.0,4,3,0
user0076,2023-05-14,16,15,0.938,2,1,0
user1493,2023-02-26,7,7,1.0,2,1,0
user1814,2024-03-10,11,9,0.818,4,2,1
user0721,2023-12-10,9,9,1.0,1,2,1
user0129,2023-04-23,9,9,1.0,2,1,0
user1314,2023-07-16,17,16,0.941,3,1,0
user0515,2023-09-10,16,15,0.938,1,2,0
user1487,2024-01-07,6,4,0.667,2,1,3
user0357,2024-04-14,15,10,0.667,2,4,0
user1134,2024-01-21,15,14,0.933,1,4,1
user0995,2023-02-26,14,12,0.857,2,4,0
user1424,2023-08-20,9,9,1.0,3,1,0
user0183,2023-07-16,6,5,0.833,1,1,0
user0544,2023-06-25,8,8,1.0,2,3,0
user1229,2023-01-01,14,13,0.929,2,1,1
user1063,2024-02-04,18,17,0.944,2,1,0
user0075,2024-04-21,22,22,1.0,2,2,2
user1249,2023-10-15,15,15,1.0,1,3,0
user1279,2023-06-18,5,5,1.0,1,1,0
user1814,2024-02-11,10,10,1.0,1,3,1
user0072,2023-12-17,8,8,1.0,2,1,0
user0315,2023-01-29,10,9,0.9,1,4,0
user0690,2023-12-03,20,16,0.8,1,1,3
user1379,2024-07-07,9,9,1.0,3,2,0
user0129,2023-01-29,13,13,1.0,1,1,1
user0551,2023-03-26,15,12,0.8,2,1,0
user0534,2024-02-25,11,10,0.909,1,1,0
user0890,2023-12-10,15,12,0.8,3,1,2
user0417,2023-06-18,14,13,0.929,2,4,0
user0632,2023-01-29,13,11,0.846,1,2,2
user0509,2023-10-29,19,17,0.895,1,3,0
user0167,2023-07-30,8,7,0.875,1,3,0
user0327,2024-04-07,9,9,1.0,1,1,0
user0757,2023-04-23,13,12,0.923,2,1,2
user0539,2024-04-28,13,12,0.923,3,1,1
user0527,2024-03-10,8,7,0.875,2,1,0
user0522,2023-11-12,7,7,1.0,2,1,0
user0648,2024-06-23,20,16,0.8,1,4,0
