user,week,logons,logoffs,unique_pcs,offhour_logons,file_ops,file_writes,bytes_total,usb_events,usb_mounts
user0525,2023-06-04,8,7,1,1,7,2,1526876,0,0
user0004,2023-11-26,5,5,1,0,7,2,1701194,1,0
user1340,2023-03-26,7,7,1,0,7,2,28354331,0,0
user0293,2024-03-31,3,3,1,0,7,3,1902008,0,0
user0641,2023-04-23,10,8,1,1,10,4,9643186,0,0
user0171,2023-05-14,15,15,5,1,8,2,8837891,0,0
user0218,2023-10-08,14,13,4,2,10,4,452230,0,0
user0059,2023-06-04,4,4,1,0,9,2,1799787,1,1
user0786,2023-07-16,3,3,1,0,7,1,4755464,0,0
user0855,2023-04-09,5,4,1,1,14,9,1073506,0,0
user0157,2024-06-30,11,10,2,1,9,2,7629511,1,1
user0976,2024-03-03,10,9,1,0,10,4,524910,1,1
user1116,2023-07-09,11,10,1,4,11,5,11461021,0,0
user0618,2023-06-18,2,2,1,0,6,5,10441828,1,1
user0352,2023-02-12,8,7,1,0,10,4,2879521,0,0
user0669,2024-06-23,8,7,1,0,7,3,1749368,1,1
user1075,2024-03-24,1,1,4,0,4,1,1486595,0,0
user1479,2023-06-04,3,3,1,0,10,1,5099065,2,2
user0981,2023-03-12,18,17,4,0,9,4,12941042,0,0
user1202,2023-07-23,20,18,4,1,13,2,3391397,0,0
user0216,2023-11-26,14,14,1,0,8,3,4104370,1,0
user1148,2023-07-23,1,1,1,0,16,5,1107706,0,0
user0836,2023-01-29,5,5,3,0,9,2,5742092,1,1
user0199,2023-06-04,12,11,1,1,11,2,989153,0,0
user0828,2023-06-11,7,7,4,0,7,0,6275017,1,1
user0968,2023-01-22,4,4,1,1,10,2,855902,0,0
user0038,2024-06-16,11,11,1,0,6,1,2109947,1,0
user1317,2023-01-22,12,12,2,1,10,4,10998936,0,0
user1022,2024-05-05,2,2,1,0,9,2,3921642,0,0
user0653,2024-03-31,13,12,1,2,6,2,1683397,0,0
user1027,2024-06-02,4,3,3,1,12,5,15450599,0,0
user1019,2023-02-05,8,8,3,1,6,2,4303463,0,0
user0739,2023-06-18,4,4,1,0,9,4,1861146,0,0
user0065,2023-10-29,15,15,2,0,8,5,243925,0,0
user0059,2023-10-29,13,13,1,2,6,1,247108,1,0
user0488,2023-08-13,0,0,1,0,5,1,2516259,0,0
user0405,2023-05-07,15,15,1,0,5,2,1046377,0,0
user1307,2023-04-23,1,1,1,0,8,1,883710,0,0
user1223,2023-12-31,15,14,5,1,8,4,5638070,0,0
user0764,2023-03-26,12,12,6,1,11,1,9501631,2,1
user0829,2023-10-01,16,16,1,1,9,3,2306335,0,0
user0041,2024-05-05,17,16,2,1,13,5,1036324,1,0
user0932,2023-05-07,17,17,4,0,7,1,231100,0,0
user1339,2024-07-07,27,26,4,1,8,4,1521575,4,2
user0234,2024-02-04,17,16,3,1,9,4,3689367,0,0
user0506,2023-02-12,2,2,1,0,8,1,338460,1,1
user1398,2023-02-26,0,0,1,0,13,2,4451872,0,0
user1106,2023-04-30,9,8,5,1,6,3,2245647,0,0
user1446,2024-01-28,0,0,3,0,11,2,209378,1,1
user0074,2024-04-21,10,10,3,1,4,0,1422890,1,1
user0261,2023-02-12,6,4,1,1,8,4,25812410,0,0
user0022,2024-05-26,5,5,2,0,4,2,7738421,1,1
user0839,2023-12-17,7,6,3,0,7,1,13466989,0,0
user0527,2023-07-30,7,7,3,0,11,4,4037630,1,1
user0567,2024-03-24,8,8,1,0,5,3,1550024,0,0
user0955,2023-05-21,19,17,2,2,12,3,1536214,2,2
user0478,2024-01-28,5,5,2,0,3,2,2541784,0,0
user0716,2023-07-16,5,5,3,0,11,5,1930113,1,1
user1294,2024-06-23,12,11,1,2,13,5,175001,0,0
user0076,2023-05-07,9,9,2,1,10,5,7713978,1,0
user0078,2024-02-04,11,11,3,1,12,1,3167764,1,0
user0060,2024-01-28,6,6,2,0,6,2,790134,1,1
user1273,2023-07-02,2,2,1,0,4,1,646434,0,0
user0455,2024-06-16,13,13,1,3,5,0,4559247,0,0
user1356,2024-01-07,2,2,3,0,7,2,1809693,0,0
user0117,2023-11-05,5,5,1,0,11,5,742737,0,0
user0679,2024-06-30,3,3,2,0,11,3,2291778,1,1
user0108,2024-06-16,1,1,2,0,6,4,4354864,1,1
user0218,2023-06-04,12,12,1,1,8,2,4156338,0,0
user0703,2023-09-03,9,9,3,1,10,5,1568501,2,2
user0663,2023-05-07,15,15,4,2,9,4,5857324,0,0
user0436,2024-02-18,5,3,1,0,11,5,2464312,0,0
user0705,2023-10-15,11,11,1,1,11,4,357787,1,1
user0843,2023-05-28,14,13,4,2,4,1,2257708,0,0
user0781,2024-03-10,13,11,1,4,7,2,1636544,0,0
user0157,2024-06-30,6,6,1,0,3,0,1614293,0,0
user0747,2024-04-28,12,10,3,2,12,3,4296450,0,0
user0241,2023-07-09,20,20,2,1,3,1,599020,0,0
user0042,2023-12-03,7,7,5,1,7,1,15578034,0,0
user0981,2023-11-19,11,11,2,1,8,4,4193848,0,0
user0509,2023-09-17,5,5,1,1,7,3,53095273,0,0
user0286,2024-03-10,2,2,2,0,12,3,660020,0,0
user1347,2023-01-01,1,1,2,0,10,4,7297686,1,1
user0224,2023-06-18,3,3,1,0,12,5,1853559,1,0
user0593,2024-05-12,15,15,2,2,10,4,1807659,1,0
user0549,2023-01-22,1,1,1,0,6,1,6292511,0,0
user1015,2023-12-24,13,12,4,0,12,4,2026108,1,1
user0847,2024-04-07,11,9,3,0,8,2,773646,1,1
user0003,2024-02-11,0,0,1,0,6,2,762722,1,0
user1113,2024-03-17,5,5,1,0,9,4,1040867,0,0
user0900,2023-08-20,2,2,1,0,3,1,757880,0,0
user0487,2023-11-12,4,3,2,0,11,3,403401,0,0
user0362,2023-11-12,10,10,1,0,7,3,1790984,0,0
user0294,2023-03-12,6,6,6,0,15,5,3351747,1,1
user0951,2023-02-26,3,3,2,0,9,2,3624434,0,0
user0559,2023-12-24,7,6,1,0,4,2,5126997,0,0
user1177,2023-08-20,4,4,2,0,6,3,9001341,0,0
user0762,2024-04-14,18,14,3,2,11,3,817816,1,0
user1010,2023-03-19,17,16,1,1,8,3,13986179,0,0
user0960,2023-01-08,2,1,3,0,6,4,3678200,1,0
user0226,2023-11-05,15,14,4,0,9,3,493114,0,0
user1166,2023-09-03,15,15,3,1,14,6,2506536,0,0
user0910,2023-08-20,16,15,2,1,6,2,4838033,0,0
user0596,2023-10-08,7,7,1,1,7,2,1526731,1,0
user0925,2023-08-13,0,0,2,0,8,2,1947114,0,0
user1018,2023-02-19,3,3,1,0,5,2,2005684,0,0
user0089,2023-02-12,4,4,1,1,5,2,2630341,1,0
user1243,2023-12-10,15,14,2,1,7,3,773917,1,0
user1242,2023-12-03,2,2,1,0,5,3,8216084,0,0
user0882,2023-12-17,7,7,1,0,9,2,258199,0,0
user0516,2023-01-08,13,12,3,0,10,5,918235,0,0
user0799,2023-08-20,11,11,2,1,6,3,17988697,0,0
user0456,2023-04-30,10,10,1,0,10,5,1548942,2,2
user1315,2023-01-01,20,18,1,1,9,3,695225,0,0
user1445,2023-04-02,17,15,1,2,4,2,20714084,0,0
user0359,2023-08-13,16,15,4,0,11,5,484657,0,0
user1254,2024-02-11,6,5,6,0,15,5,3159972,0,0
user0603,2023-04-16,3,3,1,0,12,4,742274,1,1
user1375,2024-02-25,16,16,1,0,13,4,2268359,0,0
user1306,2024-03-03,2,2,1,1,7,2,846727,0,0
user0023,2023-03-26,6,6,4,1,6,3,2678557,0,0
user0391,2023-12-10,20,20,1,1,5,0,8311730,1,0
user1377,2023-10-01,6,6,3,1,11,4,602513,0,0
user0798,2024-06-09,2,2,2,0,3,1,1773257,0,0
user0901,2024-03-10,9,9,3,1,12,3,3573661,0,0
user1285,2024-05-19,9,7,2,1,6,4,8813613,0,0
user1260,2023-04-23,6,6,3,0,5,1,1489338,0,0
user0909,2023-12-03,4,4,2,1,7,3,5181710,1,1
user0742,2023-02-26,1,1,2,0,9,5,4630002,2,1
user0545,2023-09-24,9,8,3,0,14,6,11880981,0,0
user1486,2023-07-09,11,11,1,1,10,2,6617687,1,1
user0679,2023-08-20,2,2,1,0,10,6,800842,1,0
user0461,2023-04-16,15,14,2,0,10,4,402728,0,0
user0657,2024-04-21,6,6,4,0,5,2,2054547,0,0
user0306,2023-01-15,29,26,1,1,12,4,11050422,1,0
user0538,2023-11-12,12,11,1,3,8,2,2643342,1,0
user0460,2023-04-16,12,12,4,1,12,5,709729,0,0
user1382,2023-12-17,2,1,3,0,7,4,1374160,0,0
user0312,2024-05-19,18,18,1,0,6,0,3273013,1,1
user0280,2023-05-14,13,13,4,1,6,2,164002,0,0
user0641,2023-08-06,8,8,1,0,8,2,939730,2,1
user0142,2024-06-09,11,11,1,1,9,4,191583,1,0
user0828,2023-12-24,4,3,1,1,7,2,5584617,0,0
user0698,2024-05-05,3,3,1,0,8,0,7995532,1,1
user0790,2023-10-22,6,6,5,0,9,1,1311576,1,1
user0356,2023-12-31,5,5,1,0,9,5,12033378,1,1
user0661,2023-03-19,3,3,1,0,5,1,782655,0,0
user1139,2024-05-26,22,21,5,1,10,0,7603180,1,1
user0726,2023-12-24,4,4,1,0,13,3,17788988,0,0
user0702,2023-10-01,2,2,2,0,7,3,2892412,0,0
user0882,2023-07-09,17,16,3,1,10,5,1570998,0,0
user0710,2024-04-28,8,8,1,1,4,2,2652952,0,0
user0005,2023-12-24,13,12,3,1,9,4,1843390,0,0
user1279,2023-05-21,4,4,1,1,10,4,892244,0,0
user0616,2023-02-12,13,13,1,1,14,4,3500049,0,0
user0427,2024-05-05,3,3,2,1,8,2,5925559,1,0
user0177,2023-04-16,2,2,1,0,12,5,1020921,0,0
user0220,2024-04-07,11,11,3,0,9,2,1997380,1,1
user0367,2024-04-14,1,1,1,0,8,3,765554,2,2
user1294,2023-05-14,23,22,1,3,6,2,3907753,0,0
user1213,2023-12-24,15,14,1,3,12,5,762972,0,0
user0667,2023-12-24,28,27,2,1,17,5,1165687,0,0
user0612,2023-06-25,2,1,3,0,17,6,1744860,0,0
user0496,2023-03-19,1,1,1,0,8,2,13894228,0,0
user0648,2023-07-09,3,2,3,0,9,4,3908991,0,0
user0557,2024-02-18,4,4,1,0,3,2,2868189,0,0
user1019,2023-07-09,8,8,1,1,4,0,1139283,0,0
user0457,2023-11-26,17,16,2,1,8,4,2011874,0,0
user0701,2024-01-21,6,5,1,0,9,1,10579332,1,0
user0356,2024-02-25,5,5,1,1,6,3,2420178,0,0
user1195,2024-05-19,7,7,2,0,11,6,5408445,1,0
user0324,2023-08-06,14,14,1,0,10,2,4368045,0,0
user0471,2023-10-22,9,9,2,0,5,2,7332580,1,1
user1209,2023-12-03,12,10,2,0,15,4,1565316,0,0
user0541,2024-06-30,14,13,2,1,8,3,1022288,0,0
user0647,2023-01-29,9,8,4,1,9,1,3246643,0,0
user0497,2023-01-08,3,3,1,0,10,1,889492,1,0
user1454,2023-12-31,16,15,2,1,5,2,1538207,1,0
user0856,2024-04-07,10,10,3,0,7,3,1242471,0,0
user1093,2023-08-20,8,7,2,0,10,5,3250060,1,1
user1191,2023-05-21,16,16,3,1,7,3,8386517,2,2
user1298,2024-04-28,19,19,1,2,11,5,2470607,1,1
user0741,2023-10-22,13,12,1,2,10,2,2449644,1,0
user0977,2024-02-25,3,3,2,1,6,4,4241825,0,0
user1289,2023-02-26,15,15,6,1,3,0,2529354,0,0
user0693,2023-09-03,11,11,2,0,12,4,7388615,0,0
user1201,2024-03-24,5,5,1,0,5,0,196027,0,0
user1078,2024-04-28,16,14,2,3,7,5,1343551,1,1
user1448,2023-10-15,7,6,3,0,11,3,2144846,1,1
user1071,2024-02-25,3,3,2,0,5,1,1749875,1,0
user0537,2023-10-29,19,19,4,0,2,0,525612,0,0
user0794,2023-02-19,21,21,2,2,12,3,1078330,0,0
user0647,2023-08-06,4,4,4,1,10,2,3612219,2,2
user0238,2023-07-02,20,19,1,1,14,4,4695795,0,0
user0213,2023-10-01,3,2,2,0,11,0,2261600,0,0
user1087,2023-02-05,6,6,3,0,10,5,3609556,4,3
user0558,2023-01-01,9,9,3,0,8,1,2822875,0,0
user0410,2023-01-15,4,4,2,1,5,2,2244735,0,0
user0983,2023-03-05,1,1,3,0,10,4,1501207,0,0
user0445,2023-01-15,0,0,1,0,11,3,1396574,1,1
user1288,2023-12-31,17,17,1,1,7,2,5154193,0,0
user1057,2023-02-26,10,10,2,1,8,1,421770,1,0
user0285,2024-05-12,22,21,1,1,10,4,3907864,1,1
user0148,2024-05-19,3,3,1,0,13,6,3354781,1,0
user0642,2023-09-10,13,12,2,1,16,8,849705,1,0
user1186,2023-02-26,9,7,2,1,10,5,1343968,0,0
user0744,2024-02-25,4,4,2,0,5,2,3633143,2,1
user1295,2023-08-20,6,5,1,1,7,3,827648,0,0
user0691,2024-05-12,9,9,1,1,8,3,3204422,0,0
user1275,2023-12-17,4,3,1,0,7,3,2586454,1,1
user1266,2023-09-24,4,4,1,0,8,4,1868023,0,0
user0318,2023-02-05,10,10,2,0,7,3,1142739,0,0
user1496,2023-12-03,7,7,2,0,5,1,3166520,0,0
user0985,2023-02-19,15,15,2,0,8,1,1310017,1,1
user0357,2023-05-14,11,11,2,1,10,3,6225691,1,0
user0410,2023-11-26,3,3,1,1,9,2,8287541,0,0
user0506,2023-03-05,1,1,1,0,5,3,4537347,0,0
user1351,2023-12-17,5,4,1,1,8,1,2814212,1,1
user0681,2024-04-07,10,8,2,1,6,0,622761,1,1
user0161,2023-09-24,14,14,2,3,8,2,535444,2,2
user0301,2023-03-26,7,6,1,1,5,1,6125248,0,0
user0832,2023-10-01,4,4,1,0,8,3,5976896,0,0
user0087,2023-12-10,4,3,1,0,8,0,654971,0,0
user0204,2023-04-02,1,1,1,0,10,2,1350639,0,0
user0173,2024-06-02,18,18,3,1,15,3,1749038,1,1
user0406,2023-11-05,1,1,2,0,9,3,2426658,0,0
user0950,2024-03-24,11,10,1,0,5,1,2963477,0,0
user1168,2023-05-21,22,22,3,2,8,3,370911,0,0
user0051,2023-07-16,4,3,1,0,6,1,145099,0,0
user0291,2024-01-07,2,2,2,0,5,3,4253505,0,0
user1353,2023-08-20,16,15,3,1,9,3,2462442,0,0
user0704,2023-07-09,10,9,1,2,4,4,1051626,1,1
user1191,2024-06-16,13,12,2,3,6,2,13961195,0,0
user1349,2023-12-03,2,2,1,0,8,2,637535,0,0
user0283,2023-01-01,19,18,3,4,13,6,707332,1,1
user0646,2023-10-08,7,7,4,1,8,2,2425104,0,0
user1424,2023-10-01,5,5,1,0,7,2,6775655,0,0
user1046,2024-01-07,21,20,1,2,3,2,6193373,0,0
user0342,2024-01-14,17,17,2,0,9,4,765573,0,0
user1423,2023-07-30,12,12,3,1,9,4,1950734,1,1
user0630,2023-08-27,3,3,1,0,6,3,855695,2,2
user1359,2024-03-10,3,2,3,0,5,4,1678223,1,1
user0799,2023-07-30,12,12,2,0,7,2,1117060,0,0
user0300,2024-03-17,7,6,2,0,13,7,3684331,0,0
user0945,2023-07-02,4,4,2,0,6,1,19700916,1,0
user0236,2024-04-21,4,4,1,1,7,3,4616655,0,0
user1295,2023-11-19,6,6,2,1,5,2,2233459,0,0
user0648,2024-02-11,13,11,2,1,5,2,7132991,0,0
user0613,2023-11-19,8,8,1,0,14,5,557200,0,0
user0577,2023-12-03,8,7,4,0,9,4,25022930,0,0
user0314,2024-01-14,16,16,3,0,7,1,1591097,0,0
user0024,2023-04-23,5,5,1,2,7,3,16724886,1,1
user0206,2023-12-03,9,9,2,1,15,7,552281,1,1
user0271,2024-02-04,2,2,1,0,5,2,7856990,0,0
user1487,2023-09-24,4,4,1,0,8,3,4024513,0,0
user1109,2023-01-01,6,6,2,1,9,5,57964350,0,0
user0263,2023-09-17,28,26,1,0,11,4,4117479,1,1
user0805,2024-03-17,4,3,2,1,8,1,4378067,1,0
user0992,2023-07-30,9,9,4,1,8,3,2818833,0,0
user0328,2023-04-30,3,3,2,0,10,2,4428666,1,0
user0304,2023-07-23,1,1,1,0,5,2,7698869,1,0
user0853,2023-08-06,17,16,1,3,6,0,828868,0,0
user1171,2023-04-30,11,10,3,1,6,3,2026296,1,1
user0843,2024-03-31,13,12,1,2,5,3,2401882,1,1
user0005,2024-02-04,11,11,1,1,13,4,3205927,1,1
user1388,2023-09-17,7,7,4,1,5,0,2409877,0,0
user0088,2024-04-28,2,2,1,0,7,2,984361,0,0
user0024,2024-04-07,10,10,2,1,7,6,6733496,3,2
user1168,2023-03-12,26,26,2,4,10,2,1432406,2,2
user0831,2023-12-31,4,3,2,0,13,9,298320,1,1
user1337,2024-06-23,6,5,2,1,10,3,5884641,0,0
user1384,2023-01-29,5,5,1,0,13,3,1825708,1,0
user0308,2023-11-05,4,4,1,1,7,5,717057,0,0
user1092,2023-10-15,3,3,1,0,10,4,2444630,1,1
user0617,2024-01-07,2,2,1,0,5,3,3843205,0,0
user0827,2023-07-02,14,14,2,1,8,4,646466,0,0
user0946,2023-09-03,9,8,2,2,12,8,1576397,1,1
user1181,2023-10-08,17,16,3,1,11,1,384454,3,2
user0070,2024-02-04,10,10,6,0,6,2,2725526,0,0
user0666,2023-08-13,11,11,1,0,10,4,4720348,1,0
user0731,2023-12-03,3,1,1,0,8,5,4618151,0,0
user1315,2024-05-26,16,15,1,2,9,2,3981905,1,0
user0773,2023-12-31,2,2,4,0,5,1,2292123,0,0
user0298,2023-10-29,2,2,1,0,6,3,2750195,2,1
user1056,2023-09-10,9,9,3,1,9,3,2423692,0,0
user0939,2023-06-18,5,5,2,1,12,1,3012364,0,0
user0395,2023-05-14,11,10,1,0,9,0,808164,1,0
user0219,2024-06-23,1,1,1,0,6,1,7522537,0,0
user0196,2024-02-11,17,17,2,1,10,3,1462334,0,0
user1497,2023-12-31,18,16,1,2,10,5,6621816,0,0
user0052,2024-02-04,22,21,1,3,11,4,4493198,0,0
user0537,2023-10-08,10,9,3,1,6,1,3333453,1,1
user1089,2023-01-22,11,11,3,2,8,2,324403,1,0
user1476,2024-02-04,2,2,2,1,8,1,773661,1,1
user1047,2023-08-13,5,5,2,0,15,7,21914315,0,0
user0460,2024-01-14,24,24,3,3,10,5,16904855,0,0
user0721,2024-04-07,9,8,3,0,11,3,6135153,1,1
user0503,2023-07-16,7,7,2,0,13,2,2615293,1,1
user0519,2023-02-26,0,0,2,0,10,6,1095348,2,2
user0343,2024-05-12,12,12,3,0,8,2,1466037,1,0
user0024,2024-05-05,9,9,4,0,8,5,3440308,2,0
user0238,2023-10-08,17,17,1,2,8,3,3015684,0,0
user1009,2024-01-07,6,6,2,0,7,3,1025445,0,0
user1040,2023-10-22,2,2,1,1,6,2,3601860,1,1
user0494,2024-01-14,2,2,3,1,12,3,3735431,1,0
user1166,2023-04-23,15,14,1,0,4,2,4021864,0,0
user1160,2023-04-09,3,3,1,0,6,1,956649,0,0
user1010,2023-12-31,17,17,4,0,9,3,4585091,0,0
user0160,2023-10-08,4,3,1,0,5,2,4512804,1,0
user0231,2024-07-07,9,9,1,0,12,2,9118984,0,0
user0562,2023-10-29,12,11,2,0,10,7,241530,0,0
user0981,2023-07-30,20,19,6,2,8,4,608670,1,0
user0335,2024-05-12,12,12,2,2,7,3,4149036,1,1
user0708,2023-12-03,5,4,4,0,9,2,1850817,1,1
user0572,2024-05-05,3,3,2,0,4,1,6027945,0,0
user0472,2024-05-19,13,13,3,4,9,1,11479579,1,1
user0474,2024-06-09,7,7,1,0,9,3,2255652,0,0
user0955,2024-02-11,22,20,2,1,10,5,7683020,1,1
user0168,2023-09-24,1,1,1,1,4,2,1628614,0,0
user1331,2023-07-16,9,7,2,2,7,2,1183461,0,0
user1005,2024-05-05,4,4,1,0,7,4,2736648,0,0
user0656,2023-05-14,20,20,1,0,7,1,660193,1,0
user1494,2023-02-05,3,3,1,0,11,5,2079707,0,0
user1070,2023-09-10,8,7,4,0,10,1,513107,0,0
user0279,2024-04-28,7,5,2,0,5,1,4637693,0,0
user1018,2024-02-18,4,4,2,1,4,2,174202,0,0
user0907,2023-02-05,19,18,2,0,7,4,252765,1,1
user0583,2023-04-02,7,7,4,0,11,2,4418239,2,2
user1276,2024-02-11,16,16,3,3,8,4,3126365,0,0
user1006,2023-04-23,17,17,2,3,6,2,843040,0,0
user1292,2023-05-14,9,9,1,0,6,2,695733,0,0
user0562,2023-02-05,9,8,1,2,6,2,867157,0,0
user1443,2024-01-21,7,6,2,0,10,4,3238883,0,0
user0232,2024-06-23,17,17,4,1,6,3,2321444,0,0
user0986,2024-05-05,4,4,1,0,8,2,5750183,0,0
user0735,2024-02-04,3,3,2,0,5,1,1168380,0,0
user1483,2024-06-30,4,4,1,0,11,5,1244685,1,1
user0647,2023-08-13,9,8,2,1,9,5,975532,1,1
user1254,2023-04-30,11,11,3,3,7,2,3472681,1,1
user1469,2024-01-21,6,6,1,2,8,3,13675328,0,0
user1372,2023-12-31,25,24,3,5,4,2,787402,1,1
user0724,2023-02-19,6,5,3,0,14,7,8246070,1,1
user0532,2024-02-11,10,10,1,0,9,4,1518452,2,0
user0211,2023-10-08,18,17,2,3,10,4,5834624,1,1
user0787,2023-03-26,15,15,4,1,8,3,2920310,0,0
user0727,2023-04-02,4,4,2,1,8,1,964008,1,0
user1315,2024-02-11,11,11,3,2,8,2,843024,0,0
user0072,2024-02-18,11,11,4,0,7,2,945208,0,0
user0051,2023-05-28,3,3,2,1,7,4,2895553,0,0
user1059,2024-04-07,13,12,1,0,8,1,9221562,0,0
user1167,2023-08-06,18,17,1,2,9,1,3743854,0,0
user0020,2023-09-10,13,13,1,0,7,3,1790839,0,0
user1470,2023-02-05,9,8,2,1,12,5,1518058,0,0
user1328,2024-05-19,5,5,1,0,6,5,2732573,0,0
user0371,2023-08-27,18,17,2,3,9,4,3141829,0,0
user1057,2023-02-19,13,11,2,1,7,3,3811616,0,0
user0665,2023-03-05,10,10,2,2,9,3,1480067,1,1
user0716,2023-05-14,3,3,1,1,12,3,854399,0,0
user0748,2024-06-09,8,7,2,1,11,5,507914,1,1
user0561,2023-08-20,4,3,1,0,12,4,3415931,0,0
user0504,2024-03-24,18,16,4,1,9,3,6158727,1,0
user0797,2023-11-19,24,23,2,1,11,5,24305202,2,1
user0122,2023-12-24,13,13,3,2,8,4,1093232,0,0
user0677,2023-04-23,5,5,3,0,10,4,2443665,0,0
user0886,2024-05-26,3,2,1,0,7,3,3750644,1,1
user1394,2024-04-21,9,8,3,0,8,3,871835,0,0
user0074,2023-09-03,7,6,3,2,6,2,602612,0,0
user0819,2024-01-21,3,2,1,0,6,1,1511592,0,0
user0266,2023-10-22,11,10,1,0,13,4,533607,1,1
user0036,2024-05-26,9,9,1,1,7,2,2430357,0,0
user0838,2024-05-12,4,4,1,0,7,0,698416,0,0
user0482,2024-06-09,8,8,3,0,12,5,3183776,0,0
user1244,2023-10-29,3,3,1,0,5,2,1509293,0,0
user0962,2024-01-28,10,10,1,1,11,4,2825251,0,0
user0006,2024-01-21,14,13,4,1,11,5,1586003,1,0
user0479,2023-09-24,9,9,4,0,10,4,1111805,1,0
user0828,2023-09-24,7,7,2,0,4,2,257273,0,0
user0221,2023-01-29,0,0,1,0,6,3,4530934,0,0
user0335,2023-08-27,19,17,3,0,9,5,650128,0,0
user1159,2023-09-10,2,2,2,0,3,1,662713,0,0
user0166,2024-06-30,15,15,2,2,13,5,998122,1,0
user0920,2023-04-16,11,11,3,2,6,2,1391699,0,0
user0557,2023-12-24,4,4,1,0,11,3,1134009,0,0
user0269,2023-08-27,4,4,5,0,4,0,5701538,0,0
user0600,2024-04-21,7,7,3,0,10,1,3479451,0,0
user0242,2023-10-22,5,5,3,1,7,4,1178396,0,0
user1042,2023-06-04,20,20,3,3,10,4,5519941,1,1
user0905,2024-01-28,2,2,1,0,8,3,2513638,0,0
user0465,2023-04-16,1,1,1,0,5,2,840480,0,0
user1229,2023-05-07,7,6,1,0,10,3,2877014,0,0
user0920,2023-05-07,7,7,2,0,9,2,12436226,0,0
user0108,2023-05-07,0,0,2,0,8,6,3317741,0,0
user1076,2023-01-15,1,1,1,0,8,4,5886770,1,1
user0740,2023-01-15,17,16,1,0,9,3,2833350,0,0
user1041,2023-10-29,7,7,3,0,6,3,4111005,0,0
user0258,2023-02-12,4,4,3,1,9,0,3047013,0,0
user1354,2023-10-15,6,5,1,1,7,2,1283439,0,0
user1183,2023-08-06,13,12,5,1,4,1,15144646,0,0
user0706,2023-08-20,10,9,4,0,7,3,2406845,0,0
user0401,2023-07-16,7,7,2,0,4,3,2101752,0,0
user0390,2024-05-26,8,7,1,1,10,1,5198429,0,0
user0467,2024-01-07,1,1,3,0,9,2,4323003,0,0
user0802,2024-01-14,8,8,4,0,11,1,2105409,0,0
user0686,2024-04-07,20,19,1,1,6,3,23199950,0,0
user0448,2024-05-26,15,15,4,0,7,2,360799,1,1
user1462,2024-07-07,15,14,1,0,9,3,2632496,1,1
user0180,2024-01-07,13,13,2,0,10,4,2445907,0,0
user1235,2023-11-12,4,4,1,0,8,3,3247412,0,0
user1113,2024-03-10,4,4,3,0,6,2,3584222,0,0
user0327,2023-12-31,4,4,3,0,6,2,607476,0,0
user0173,2023-08-20,13,13,5,0,6,3,5371616,0,0
user1125,2023-04-16,6,6,1,1,10,2,420630,0,0
user0324,2023-04-02,19,19,7,0,10,6,1158631,0,0
user0955,2023-09-17,15,15,3,2,10,2,3606101,0,0
user0847,2023-08-27,6,5,2,0,8,3,9991549,0,0
user1356,2024-03-10,3,2,1,0,5,3,788623,0,0
user1443,2023-07-09,4,4,1,1,4,2,1323741,0,0
user0667,2024-02-11,22,20,3,2,8,5,3116858,1,1
user1327,2023-09-03,21,20,2,2,8,2,3722501,0,0
user0571,2023-04-30,3,3,1,0,15,7,694230,2,0
user1278,2023-05-07,2,2,1,0,10,6,11301646,0,0
user1079,2023-10-29,1,1,1,0,8,5,352169,0,0
user1379,2023-02-05,3,3,2,1,7,2,2369604,0,0
user0049,2023-01-08,5,5,1,0,6,3,2228589,0,0
user0445,2024-05-19,5,5,2,0,11,5,5232126,0,0
user0341,2024-03-17,16,15,5,0,11,3,501639,0,0
user1358,2023-04-30,12,11,3,1,9,3,1020644,0,0
user0060,2023-12-10,7,7,5,0,13,4,442968,1,1
user0175,2023-01-01,14,14,1,1,13,3,2087831,0,0
user1095,2024-06-23,10,9,3,0,4,1,470435,0,0
user1203,2024-06-09,17,15,2,1,5,1,4609007,1,1
user0026,2023-05-07,11,11,2,1,10,3,3150794,0,0
user0365,2023-12-17,6,6,3,0,5,3,16519496,1,1
user1286,2024-02-11,11,11,3,0,8,4,777575,0,0
user0928,2023-05-28,15,15,2,0,5,2,8061623,0,0
user0062,2024-02-11,6,5,4,1,6,3,3709001,0,0
user0882,2023-09-03,12,11,1,2,7,4,5024060,1,1
user0774,2024-05-12,17,14,1,4,5,0,1864340,1,1
user1233,2023-07-16,21,17,2,1,5,1,7909637,0,0
user1128,2023-12-24,0,0,2,0,6,2,10880231,1,1
user0542,2023-01-08,4,4,2,1,11,5,897353,0,0
user0016,2024-03-31,1,1,3,0,8,2,4415598,1,1
user0298,2023-06-04,4,4,1,1,14,4,11805415,0,0
user1204,2023-01-22,9,9,5,1,13,6,2418887,1,0
user1111,2023-06-18,2,2,1,0,8,3,10347954,0,0
user0293,2023-05-07,1,1,2,0,5,3,11715403,1,0
user0204,2023-10-08,4,4,1,0,6,2,2809375,1,1
user0756,2023-03-12,2,2,1,0,9,2,1330809,0,0
user0411,2023-03-12,25,22,3,4,6,3,1234188,0,0
user0471,2023-09-24,19,19,1,1,4,1,596982,1,1
user0777,2023-06-25,8,8,3,0,7,2,923803,1,0
user1095,2023-02-26,13,11,1,1,6,2,2262579,0,0
user0721,2024-05-05,4,4,1,2,10,3,4159838,1,1
