user,week,emails,mean_len,kw_hits
user0711,2023-08-20,17,141.9,0
user0292,2023-02-05,13,137.2,0
user0242,2023-04-16,12,291.3,1
user0472,2023-12-31,19,171.7,0
user0767,2023-12-03,9,218.7,0
user0780,2023-02-26,17,203.5,0
user0368,2024-06-02,14,460.3,3
user0405,2023-08-13,17,201.2,0
user0734,2023-02-26,19,364.6,1
user0357,2024-04-14,19,375.7,2
user0110,2023-07-02,13,311.1,1
user0430,2023-01-22,16,303.4,3
user0136,2024-02-04,17,404.9,2
user0517,2023-11-19,20,176.7,1
user0351,2023-03-05,15,165.2,1
user0338,2023-01-01,16,281.5,0
user0257,2024-06-30,17,471.2,3
user0045,2023-04-23,13,432.2,3
user0669,2024-05-26,18,302.5,0
user0155,2023-09-10,14,349.7,0
user0252,2023-11-05,17,371.1,0
user0694,2023-01-29,12,420.2,6
user0042,2024-01-14,18,284.8,2
user0051,2023-11-19,15,388.0,3
user0733,2023-08-06,21,217.2,0
user0408,2023-12-03,10,238.2,0
user0100,2024-06-23,17,264.8,0
user0077,2023-10-29,17,236.0,0
user0204,2023-06-18,12,30.0,0
user0664,2023-09-24,8,81.3,1
user0348,2024-01-14,11,252.3,1
user0392,2024-01-14,11,327.0,0
user0751,2023-01-01,11,354.0,2
user0164,2023-10-29,15,250.9,0
user0040,2024-04-07,21,168.6,0
user0096,2023-01-15,14,272.3,1
user0444,2023-11-12,14,265.7,2
user0367,2024-01-28,12,213.7,0
user0180,2023-11-05,19,163.9,1
user0336,2024-06-23,17,126.8,0
user0174,2023-12-31,14,237.3,0
user0254,2023-01-29,17,355.9,0
user0538,2024-03-24,15,274.9,0
user0572,2023-10-01,16,333.0,1
user0090,2023-01-29,18,342.6,0
user0416,2023-06-25,17,144.3,0
user0478,2024-03-31,20,311.8,2
user0628,2023-10-22,8,100.2,2
user0316,2024-02-25,19,267.9,0
user0748,2023-06-04,22,217.6,1
user0765,2023-05-28,16,385.1,2
user0155,2023-01-01,14,246.6,0
user0006,2023-02-05,14,294.4,1
user0446,2024-02-25,14,230.0,0
user0350,2024-06-16,14,191.4,0
user0745,2023-01-08,10,290.2,0
user0272,2023-09-24,15,373.2,1
user0479,2023-08-06,14,291.6,2
user0634,2024-05-12,9,316.6,0
user0040,2023-01-22,17,136.4,0
user0490,2024-05-19,14,183.5,0
user0442,2023-12-17,26,400.2,5
user0467,2023-03-05,13,329.9,1
user0411,2023-07-16,11,247.4,0
user0689,2023-09-10,10,350.8,0
user0690,2024-03-24,14,339.2,1
user0550,2023-09-03,12,334.4,3
user0405,2023-11-26,9,276.7,1
user0780,2023-02-19,16,300.2,0
user0685,2023-12-17,14,243.7,2
user0734,2024-05-05,11,133.0,0
user0508,2023-12-24,21,296.8,1
user0062,2023-08-13,14,210.7,1
user0557,2023-07-23,14,261.9,0
user0052,2024-02-04,17,333.0,0
user0045,2023-10-08,13,436.8,1
user0464,2023-06-18,8,327.2,0
user0330,2023-10-22,11,419.9,4
user0437,2024-06-09,15,467.1,0
user0057,2024-03-24,17,215.8,0
user0784,2023-08-13,14,338.3,0
user0200,2024-05-19,15,344.5,0
user0555,2023-08-27,16,288.3,0
user0516,2023-06-04,9,293.4,1
user0102,2023-08-06,12,228.6,0
user0458,2024-02-18,24,252.1,0
user0187,2023-05-28,9,307.1,0
user0451,2023-05-21,13,311.2,0
user0464,2024-02-04,23,398.0,2
user0133,2023-02-19,14,295.2,0
user0240,2023-04-16,15,140.9,0
user0321,2023-12-03,12,283.6,1
user0524,2024-06-09,16,256.0,0
user0024,2024-06-30,22,290.8,1
user0338,2023-04-09,22,195.3,1
user0786,2024-02-25,12,174.3,0
user0656,2023-04-16,15,364.4,2
user0156,2023-04-09,18,179.3,0
user0157,2023-05-21,15,253.0,1
user0501,2023-01-15,16,481.7,2
user0562,2024-03-17,16,402.0,0
user0787,2023-10-22,15,214.4,0
user0192,2023-09-10,17,294.9,2
user0182,2023-11-19,15,188.6,1
user0708,2023-05-21,15,273.6,0
user0539,2024-06-30,12,218.5,0
user0741,2023-12-03,11,290.5,0
user0593,2023-09-10,18,268.1,1
user0296,2023-12-17,15,362.2,3
user0381,2023-06-25,14,506.0,5
user0407,2024-06-30,11,288.7,1
user0140,2023-07-16,12,386.2,0
user0302,2023-10-01,11,289.6,0
user0337,2024-05-12,20,223.1,0
user0274,2023-01-22,16,157.2,1
user0221,2023-04-02,20,441.9,3
user0130,2023-05-28,13,328.7,0
user0414,2024-03-24,15,252.7,1
user0215,2023-05-28,11,173.7,0
user0157,2023-04-23,14,255.4,0
user0409,2024-06-23,21,287.8,1
user0284,2023-03-05,12,279.3,0
user0564,2023-04-23,7,164.0,0
user0307,2024-03-10,10,346.8,0
user0041,2023-06-25,14,294.6,1
user0796,2023-08-20,14,186.2,0
user0417,2023-05-07,12,256.5,0
user0359,2024-06-16,11,353.9,0
user0590,2024-02-18,20,180.0,0
user0490,2023-05-28,18,386.2,1
user0511,2023-08-06,17,185.6,0
user0155,2023-03-26,16,300.5,1
user0215,2024-03-10,19,180.5,0
user0579,2023-10-08,17,547.4,4
user0447,2023-07-02,6,309.1,0
user0663,2023-05-07,18,261.3,1
user0723,2024-01-21,19,258.9,1
user0798,2023-07-09,12,312.0,1
user0605,2023-02-12,17,311.4,0
user0384,2023-05-28,11,311.0,0
user0502,2023-10-22,13,273.4,2
user0166,2023-01-15,15,292.6,0
user0225,2024-06-30,8,334.8,0
user0546,2023-12-31,19,275.9,0
user0393,2023-10-15,10,459.8,1
user0749,2023-04-09,15,265.1,1
user0690,2024-06-09,9,284.3,0
user0162,2023-04-16,16,263.8,0
user0510,2023-01-15,15,288.5,1
user0590,2024-03-24,21,410.8,2
user0595,2023-10-29,12,360.3,0
user0642,2023-09-03,11,339.4,1
user0518,2023-04-30,18,331.0,1
user0643,2023-05-07,14,301.4,1
user0009,2024-07-07,21,180.5,0
user0607,2023-07-23,18,192.3,0
user0381,2023-03-26,18,269.9,1
user0084,2023-01-15,14,182.4,0
user0106,2023-08-27,15,180.5,0
user0322,2024-04-28,16,173.8,0
user0536,2023-04-30,12,229.7,0
user0239,2024-04-14,15,261.1,0
user0209,2023-05-21,15,315.3,0
user0585,2023-01-22,14,175.0,0
user0599,2024-03-10,13,246.3,0
user0479,2023-03-26,14,263.1,0
user0263,2023-08-20,12,373.4,2
user0573,2023-11-12,15,371.0,1
user0330,2024-03-17,12,169.6,0
user0051,2024-06-30,21,254.1,0
user0793,2023-01-08,18,320.9,0
user0086,2023-01-01,11,129.6,2
user0223,2023-01-29,7,419.8,1
user0211,2023-04-09,15,270.3,2
user0436,2024-02-18,12,480.1,0
user0166,2024-01-07,17,191.3,1
user0262,2023-04-09,18,331.1,0
user0571,2023-12-17,17,251.9,0
user0519,2023-10-29,23,202.2,1
user0041,2023-10-15,13,229.9,0
user0580,2023-10-29,8,259.4,0
user0004,2024-06-02,13,214.5,0
user0615,2024-02-18,15,177.8,0
user0403,2023-02-05,13,282.8,0
user0521,2023-08-27,15,416.1,3
user0552,2023-09-03,12,260.7,0
user0740,2023-11-05,11,342.3,1
user0517,2023-02-12,16,341.2,1
user0333,2023-08-06,16,337.5,0
user0104,2024-05-05,23,363.2,2
user0703,2024-03-24,24,194.3,1
user0041,2023-10-29,11,279.2,0
user0718,2023-03-19,15,265.6,0
user0558,2024-06-16,16,83.7,0
user0731,2023-05-28,14,228.9,0
user0347,2024-07-07,14,275.5,1
user0666,2023-09-10,14,374.2,1
user0670,2023-06-11,13,422.5,2
user0334,2023-12-10,15,356.1,1
user0736,2023-06-25,9,305.8,0
user0719,2024-06-02,9,305.6,1
user0426,2023-10-15,13,310.8,0
user0601,2023-07-23,23,362.5,2
user0092,2023-09-24,10,158.7,0
user0758,2023-10-15,10,203.3,0
user0696,2023-08-27,15,355.5,1
user0486,2023-11-05,12,500.4,4
user0259,2024-03-24,15,262.1,0
user0568,2024-02-18,13,273.7,0
user0195,2023-06-11,21,373.6,3
user0724,2024-02-25,15,106.8,0
user0463,2024-05-26,11,376.3,1
user0323,2023-02-26,14,183.3,0
user0645,2024-02-04,9,164.8,1
user0727,2023-11-05,15,266.7,0
user0455,2023-06-04,10,488.7,3
user0385,2023-06-11,17,245.4,0
user0488,2023-09-10,18,253.0,0
user0038,2024-05-12,14,197.6,0
user0725,2023-03-19,16,185.3,0
user0382,2023-12-31,20,156.8,4
user0354,2023-07-09,21,237.3,1
user0780,2023-06-18,16,184.7,0
user0269,2024-01-14,9,259.8,0
user0504,2024-05-12,15,208.1,0
user0325,2023-02-05,14,266.9,3
user0119,2024-03-17,15,393.2,1
user0683,2024-04-21,15,331.3,1
user0338,2024-03-17,15,290.5,0
user0602,2023-07-23,17,298.4,0
user0776,2023-12-31,16,177.7,0
user0163,2024-05-19,18,327.2,3
user0428,2023-04-30,17,133.1,1
user0014,2024-05-12,23,411.0,4
user0383,2023-09-10,16,381.9,4
user0404,2023-10-22,14,336.3,0
user0394,2023-08-06,18,315.0,2
user0679,2024-02-04,16,304.5,0
user0743,2024-02-18,11,174.4,0
user0162,2024-03-10,13,186.8,0
user0635,2024-03-10,18,158.4,1
user0208,2023-05-14,13,325.1,1
user0649,2023-04-09,17,361.0,1
user0323,2024-05-12,19,246.0,0
user0289,2024-02-04,13,394.5,2
user0720,2023-12-10,14,67.3,1
user0218,2023-07-30,17,223.1,1
user0337,2024-03-31,16,284.9,1
user0636,2024-01-07,18,303.0,0
user0016,2023-12-17,11,394.5,3
user0344,2024-04-21,17,373.7,2
user0269,2023-07-16,19,412.6,2
user0639,2023-06-25,16,161.5,1
user0632,2023-04-09,12,246.5,0
user0704,2024-06-23,19,378.1,3
user0796,2024-01-28,18,280.2,1
user0178,2023-08-20,14,247.1,0
user0641,2023-08-13,16,425.9,0
user0617,2024-04-21,17,252.6,0
user0147,2024-03-03,18,233.6,1
user0169,2024-03-31,16,229.6,2
user0111,2024-04-28,7,275.0,0
user0417,2023-04-09,18,153.3,0
user0529,2024-06-30,17,311.4,0
user0147,2023-05-14,14,294.7,2
user0157,2023-09-10,10,246.2,1
user0780,2024-01-14,18,302.2,0
user0194,2023-07-16,12,343.1,0
user0084,2024-03-31,15,274.9,0
user0775,2023-07-09,16,500.3,2
user0228,2024-02-25,11,378.8,0
user0620,2024-04-14,15,282.7,1
user0153,2024-05-05,12,116.4,2
user0124,2024-03-10,13,350.4,3
user0555,2023-11-12,12,141.0,2
user0621,2023-04-30,16,346.2,0
user0231,2023-01-08,14,263.9,0
user0489,2023-01-01,9,270.3,0
user0496,2024-02-11,11,330.2,0
user0396,2023-02-19,8,113.6,0
user0522,2023-03-05,12,269.5,0
user0775,2023-03-05,16,383.0,2
user0286,2023-10-01,17,434.3,3
user0406,2023-02-05,20,248.0,0
user0311,2023-04-23,17,319.9,3
user0089,2023-01-01,8,531.5,2
user0674,2023-05-28,21,314.3,0
user0779,2024-03-31,11,370.3,0
user0411,2024-06-30,14,334.7,1
user0453,2024-03-31,14,135.3,0
user0392,2024-06-16,6,145.2,0
user0660,2023-04-09,20,284.6,2
user0266,2023-01-29,15,126.0,0
user0647,2023-01-08,12,70.4,0
user0562,2023-02-26,14,410.8,1
user0153,2023-11-05,18,42.8,1
user0462,2023-12-24,15,174.1,0
user0629,2023-08-06,21,334.5,0
user0271,2023-12-03,18,360.7,0
user0674,2023-10-22,11,294.4,2
user0593,2023-01-22,12,380.0,2
user0204,2023-12-17,18,245.5,0
user0603,2024-02-11,19,312.9,1
user0286,2023-05-07,20,187.8,1
user0238,2024-06-30,16,385.7,2
user0716,2024-04-28,9,133.9,0
user0793,2023-09-03,10,349.5,1
user0785,2024-03-31,16,210.0,0
user0259,2023-01-01,11,247.0,0
user0770,2023-12-31,18,233.6,0
user0648,2024-04-07,14,472.4,3
user0778,2023-01-01,14,366.0,4
user0059,2024-05-05,20,391.5,2
user0009,2024-02-18,18,391.4,1
user0061,2023-10-08,19,311.2,2
user0708,2023-04-09,16,383.3,0
user0436,2023-08-27,13,375.2,1
user0203,2023-01-22,7,275.3,0
user0779,2024-01-14,16,311.7,0
user0152,2023-11-12,15,213.4,0
user0720,2023-03-19,10,404.4,1
user0700,2024-03-24,14,184.8,0
user0255,2023-06-11,14,263.5,0
user0416,2023-07-23,22,141.3,0
user0467,2024-02-18,19,404.3,1
user0662,2023-10-08,17,193.3,2
user0001,2023-03-12,11,436.5,2
user0303,2023-09-10,17,290.2,0
user0283,2023-01-22,18,136.4,0
user0528,2023-12-31,19,275.1,0
user0047,2024-06-02,14,281.2,0
user0200,2023-03-05,17,356.4,1
user0058,2024-06-23,12,453.8,3
user0238,2024-04-28,17,169.1,1
user0617,2023-10-29,27,358.1,2
user0116,2023-11-19,14,239.0,0
user0103,2023-07-02,16,255.8,0
user0190,2023-03-12,12,305.7,1
user0666,2024-03-31,14,358.7,1
user0117,2024-02-04,14,451.8,1
user0765,2024-02-11,13,378.9,1
user0764,2024-01-21,8,222.0,0
user0574,2024-02-25,15,160.9,1
user0385,2023-05-14,18,284.6,1
user0607,2023-04-23,14,263.9,0
user0040,2023-04-02,16,346.8,1
user0067,2023-05-21,9,172.6,0
user0250,2023-07-23,10,298.6,1
user0437,2023-10-29,15,78.7,0
user0580,2023-12-10,17,186.9,0
user0773,2024-04-28,14,250.5,0
user0171,2023-03-26,16,290.1,0
user0379,2023-01-29,12,423.6,1
user0270,2024-02-18,14,336.6,1
user0499,2024-06-02,12,192.9,0
user0445,2023-06-04,11,244.6,1
user0437,2024-03-24,13,299.0,0
user0290,2023-09-03,10,367.6,1
user0468,2023-04-23,13,329.7,0
user0682,2024-06-09,14,246.7,1
user0425,2023-08-20,13,156.6,0
user0383,2024-05-12,12,214.4,0
user0221,2023-05-28,25,283.4,1
user0629,2023-03-05,17,192.2,1
user0241,2023-01-15,24,227.9,0
user0690,2024-02-11,21,186.4,1
user0639,2024-05-26,13,304.7,1
user0479,2023-01-08,19,309.4,3
user0221,2024-06-30,16,319.2,0
user0104,2024-04-21,16,248.6,0
user0154,2023-05-28,14,285.1,3
user0799,2024-06-02,9,194.1,0
user0502,2024-06-02,10,344.1,1
user0348,2024-03-03,18,242.7,0
user0673,2023-01-29,19,372.4,4
user0741,2024-06-30,12,348.9,2
user0508,2023-02-05,10,157.0,0
user0629,2023-08-13,12,355.6,0
user0053,2023-05-21,17,434.3,1
user0317,2023-06-18,16,316.7,1
user0409,2024-06-02,14,186.3,0
user0372,2023-10-15,11,378.3,0
user0091,2024-05-12,17,243.1,1
user0528,2023-02-12,13,175.3,1
user0479,2023-08-27,15,242.9,1
user0060,2023-05-07,19,311.0,2
user0020,2023-07-09,13,376.2,1
user0766,2023-12-17,10,226.4,0
user0221,2023-03-12,9,223.8,0
user0662,2023-04-30,13,277.9,1
user0260,2023-05-28,11,287.5,0
user0249,2024-03-31,13,202.4,0
user0513,2023-05-14,24,238.2,0
user0046,2023-09-03,19,201.9,0
user0272,2023-05-07,12,350.2,2
user0129,2023-08-20,18,343.0,3
user0593,2024-01-14,14,125.5,1
user0641,2023-12-10,19,208.6,1
user0268,2023-08-27,11,161.9,0
user0437,2023-12-24,14,433.8,0
user0714,2024-01-21,23,236.5,0
user0164,2024-03-03,18,338.4,1
user0095,2023-12-24,18,412.1,1
user0309,2023-02-12,14,238.9,0
user0553,2023-07-02,12,154.0,0
user0444,2023-04-23,21,455.6,1
user0768,2024-04-28,11,197.1,0
user0552,2023-08-06,19,327.6,2
user0192,2023-08-13,22,199.2,0
user0292,2024-02-18,12,301.2,0
user0228,2024-03-31,8,214.1,0
user0651,2024-05-26,23,250.2,0
user0737,2024-01-07,17,231.5,0
user0435,2024-02-04,10,305.8,0
user0641,2023-10-22,19,388.3,0
user0079,2023-04-23,15,238.5,0
user0674,2024-02-25,11,395.8,3
user0764,2023-10-22,13,141.3,0
user0528,2023-02-26,21,285.5,0
user0680,2024-02-25,12,298.7,0
user0407,2024-03-03,18,343.4,0
user0353,2023-02-05,16,283.0,1
user0086,2023-07-30,9,213.8,0
user0190,2023-04-02,14,252.1,0
user0657,2023-04-23,15,298.8,1
user0354,2023-02-26,19,323.1,1
user0236,2024-01-07,11,306.9,0
user0161,2023-08-20,15,304.8,0
user0102,2023-05-21,17,361.1,0
user0630,2023-04-23,17,140.6,0
user0225,2023-12-10,14,175.0,1
user0489,2023-10-08,13,366.6,1
user0303,2024-02-18,23,438.0,1
user0149,2023-10-29,13,457.8,2
user0013,2024-05-19,9,354.6,2
user0026,2023-02-12,15,322.9,1
user0290,2024-05-05,19,389.9,2
user0226,2024-01-14,12,77.3,0
user0510,2023-01-15,16,317.0,1
user0572,2023-12-10,12,517.4,1
user0151,2023-03-12,8,142.0,0
user0123,2023-07-02,10,282.3,0
user0477,2024-05-12,18,334.7,3
user0425,2023-08-13,14,279.5,2
user0139,2024-03-24,18,286.0,0
user0228,2023-10-15,11,328.4,0
user0419,2023-11-05,11,30.0,0
user0671,2023-12-31,15,330.7,1
user0668,2023-05-14,16,269.4,0
user0591,2024-03-24,12,377.8,1
user0705,2023-11-12,12,269.1,2
user0209,2023-12-10,14,175.2,0
user0407,2023-09-24,15,262.5,0
user0735,2023-10-01,10,255.8,0
user0296,2023-11-12,20,398.6,2
user0079,2024-03-24,14,387.0,2
user0382,2023-03-26,15,394.4,0
user0071,2023-05-14,14,62.8,0
user0692,2023-07-30,14,324.0,1
user0373,2023-10-22,13,326.2,0
user0756,2023-07-02,18,142.3,0
user0742,2023-10-29,20,80.0,0
user0040,2023-09-17,14,307.3,0
user0574,2024-03-31,10,323.3,0
user0113,2023-11-12,11,306.4,0
user0570,2023-07-30,21,323.8,1
user0786,2023-02-05,22,248.8,0
user0329,2024-06-30,13,527.9,0
user0376,2023-08-06,10,316.8,0
user0153,2023-01-01,11,209.7,0
user0616,2023-08-27,19,403.5,1
user0746,2024-03-24,19,276.2,0
user0589,2023-03-26,13,98.9,0
user0329,2024-01-21,22,175.5,0
user0043,2024-02-25,7,281.1,0
user0499,2023-09-10,17,179.0,1
user0744,2023-01-15,16,310.1,1
user0149,2024-07-07,22,171.9,0
user0173,2023-09-17,15,244.9,1
user0305,2023-01-22,11,354.5,1
user0103,2023-12-31,18,532.6,4
user0233,2023-07-09,17,77.8,0
user0654,2023-07-02,15,326.9,0
user0330,2023-07-30,15,409.5,2
user0108,2024-06-23,15,382.7,3
user0575,2023-07-16,17,304.0,2
user0322,2024-06-30,10,296.7,0
user0126,2023-06-11,10,258.8,0
user0445,2023-01-08,9,305.2,0
user0563,2024-05-26,16,229.2,0
user0066,2023-07-02,20,253.9,0
user0726,2023-10-15,11,389.5,1
user0006,2023-11-26,18,74.7,1
user0694,2023-01-29,13,189.4,0
user0055,2023-10-08,21,378.9,1
user0730,2024-03-17,16,236.2,0
user0180,2023-06-25,14,380.8,1
user0759,2024-07-07,10,163.2,2
user0363,2023-12-31,13,120.9,0
user0362,2024-06-16,19,279.5,1
user0241,2023-05-21,21,447.5,3
user0317,2023-04-02,19,229.6,2
user0733,2024-06-30,16,288.6,2
user0779,2023-02-19,16,359.5,1
user0260,2023-07-16,18,385.2,0
user0334,2023-07-02,16,262.0,1
user0323,2024-01-28,9,381.5,1
user0261,2024-02-11,14,282.9,0
user0655,2023-07-30,15,304.8,3
user0590,2024-03-10,14,310.6,0
user0294,2023-09-10,24,158.4,0
user0140,2023-02-12,17,193.9,0
user0368,2023-12-31,12,199.4,0
user0268,2023-05-21,17,316.6,2
user0039,2023-01-29,15,399.0,1
user0640,2023-09-24,19,305.1,1
user0327,2023-08-27,17,148.6,0
user0466,2023-03-12,15,145.6,1
user0513,2023-07-02,17,247.6,0
user0105,2024-01-07,16,254.9,0
user0218,2023-10-29,13,236.3,1
user0079,2023-08-06,24,258.4,0
user0229,2023-11-05,7,286.8,0
user0303,2024-02-04,19,341.0,2
user0449,2023-12-03,13,453.0,0
user0037,2023-07-09,23,255.4,0
user0015,2024-01-07,13,297.0,0
user0593,2023-04-02,16,259.8,0
user0221,2023-07-23,22,456.9,4
user0254,2024-06-30,16,221.3,2
user0667,2023-01-01,16,214.6,0
user0110,2024-03-24,24,274.8,0
user0660,2023-03-19,16,341.3,0
user0287,2023-02-05,14,332.9,1
user0474,2023-12-17,13,118.6,0
user0332,2023-04-23,13,235.4,0
user0032,2023-01-29,14,308.2,0
user0376,2023-06-18,14,303.5,0
user0177,2024-03-17,14,226.6,0
user0066,2024-06-23,13,242.5,2
user0236,2023-09-10,15,326.6,0
user0585,2023-01-29,15,162.8,0
user0048,2023-02-26,11,109.7,0
user0020,2023-04-23,16,278.0,0
user0547,2024-01-28,11,377.5,0
user0501,2024-06-16,21,244.8,2
user0257,2024-02-04,19,260.3,1
user0723,2023-04-30,22,159.3,2
user0022,2024-06-16,18,233.7,0
user0206,2023-07-09,11,393.7,0
user0687,2023-06-25,14,479.7,4
user0001,2024-04-21,16,267.6,0
user0149,2023-05-07,17,372.0,1
user0390,2023-04-09,15,216.9,0
user0357,2023-05-21,11,198.3,0
user0285,2023-06-25,12,336.2,0
user0536,2023-03-26,14,243.1,1
user0452,2024-06-02,13,339.6,0
user0358,2023-01-08,14,232.5,0
user0014,2023-05-21,23,232.4,0
user0426,2023-12-03,12,217.0,0
user0179,2024-02-18,17,123.9,0
user0679,2023-03-05,10,352.7,0
user0726,2023-02-12,18,262.7,0
user0524,2023-08-13,13,257.5,0
user0752,2023-10-29,13,356.6,2
user0072,2024-02-04,16,182.5,0
user0098,2024-06-09,15,323.8,1
user0045,2023-08-06,13,230.4,0
user0321,2024-04-28,13,214.2,0
user0012,2023-12-17,14,379.1,0
user0601,2023-05-28,14,297.1,0
user0353,2024-06-30,18,252.9,0
user0238,2023-10-22,9,175.8,0
user0448,2023-07-09,15,264.2,0
user0590,2023-12-31,21,208.0,1
user0467,2024-01-28,8,261.9,1
user0324,2023-04-23,14,427.1,0
user0025,2023-07-23,12,246.3,0
user0701,2023-01-15,16,471.5,1
user0272,2023-02-19,15,294.0,0
user0633,2023-03-12,19,72.2,0
user0113,2023-02-05,15,212.0,0
user0225,2024-03-17,15,276.9,0
user0125,2024-04-07,11,299.5,0
user0664,2024-01-14,14,388.0,0
user0331,2023-12-31,8,249.9,0
user0393,2024-01-28,12,135.1,0
user0697,2023-07-30,19,205.4,1
user0350,2024-01-21,12,296.3,0
user0218,2023-12-10,18,150.6,0
user0240,2023-10-01,16,45.1,0
user0499,2023-06-11,17,101.6,1
user0046,2023-02-19,18,296.4,1
user0588,2023-07-02,16,374.3,0
user0560,2023-10-15,11,291.6,0
user0181,2024-07-07,12,423.7,0
user0026,2023-02-19,15,317.8,0
user0328,2023-07-30,12,277.1,1
user0145,2023-02-26,20,249.4,0
user0394,2024-06-09,16,173.5,0
user0679,2024-04-28,16,289.8,1
user0267,2024-01-21,12,377.3,2
user0286,2024-06-16,10,210.2,0
user0224,2023-04-16,14,460.6,0
user0538,2024-04-21,24,353.8,1
user0318,2023-02-19,11,291.9,2
user0765,2023-02-12,19,226.4,1
user0124,2023-10-22,19,164.3,1
user0460,2024-02-18,8,199.3,0
user0322,2023-05-14,21,357.1,2
user0533,2023-02-19,18,376.7,1
user0668,2023-01-15,23,421.8,2
user0087,2023-09-17,12,452.2,1
user0734,2024-06-16,14,294.0,0
user0668,2023-07-09,10,238.6,0
user0039,2023-11-19,22,315.2,1
user0368,2023-12-31,17,316.3,1
user0020,2024-03-17,15,255.1,0
user0101,2023-03-26,15,300.4,1
user0729,2024-01-07,16,241.2,1
user0238,2024-06-09,9,126.8,0
user0485,2023-05-28,11,166.3,0
user0712,2023-12-24,9,356.1,0
user0246,2023-10-15,14,222.9,1
user0253,2024-01-21,15,150.4,1
user0332,2023-05-07,15,92.1,2
user0546,2023-05-07,16,225.8,0
user0682,2023-05-28,11,309.3,0
user0787,2023-09-24,12,386.0,3
user0150,2023-04-02,17,175.2,0
user0318,2023-10-22,12,380.4,1
user0245,2024-06-09,14,204.3,0
user0131,2024-03-03,16,151.4,0
user0668,2024-05-26,16,276.2,0
user0470,2023-05-28,9,331.6,0
user0773,2024-02-25,21,559.6,7
user0437,2023-01-29,13,271.0,2
user0399,2023-09-03,21,387.9,1
user0352,2024-04-28,16,331.4,1
user0001,2023-09-24,12,287.1,0
user0571,2024-06-23,20,427.6,3
user0202,2023-07-02,14,77.8,0
user0334,2024-03-24,15,173.3,0
user0046,2023-01-15,15,310.6,1
user0291,2023-01-08,15,197.4,0
user0412,2023-05-21,17,391.7,0
user0307,2024-02-04,14,261.3,0
user0185,2024-06-23,15,330.3,0
user0434,2023-09-03,16,296.8,0
user0038,2023-05-21,22,115.1,0
user0621,2023-03-05,12,165.3,0
user0496,2023-08-20,10,207.9,0
user0714,2024-07-07,20,333.2,2
user0043,2023-03-19,17,290.7,1
user0305,2023-05-07,10,235.2,0
user0722,2023-06-18,19,245.2,0
user0110,2024-01-21,18,313.2,1
user0163,2024-05-26,12,357.1,1
user0767,2023-12-17,12,351.0,0
user0458,2023-07-23,18,392.3,3
user0341,2023-04-30,17,101.0,1
user0767,2024-06-23,11,301.6,1
user0421,2023-07-30,11,396.4,1
user0707,2023-05-07,17,259.3,0
user0596,2023-08-06,13,260.7,0
user0217,2023-10-22,15,218.8,0
user0726,2024-03-03,13,256.7,0
user0716,2024-02-11,16,173.2,1
user0731,2024-04-28,18,421.6,3
user0737,2024-06-09,11,306.8,0
user0337,2024-03-03,9,236.0,0
user0392,2024-03-31,18,286.8,0
user0477,2023-04-16,8,367.8,1
user0477,2023-07-16,9,251.8,0
user0085,2024-01-28,17,276.9,0
user0344,2023-01-01,15,290.1,2
user0589,2023-09-17,16,267.5,1
user0379,2023-05-21,19,139.9,0
user0168,2023-07-16,18,303.2,1
user0756,2024-06-16,13,249.8,0
user0744,2023-05-14,13,319.4,0
user0466,2023-10-29,13,143.8,1
user0741,2023-09-10,16,236.4,0
user0484,2024-01-07,23,149.0,0
user0420,2023-12-17,18,317.9,0
user0136,2024-01-21,16,289.3,1
user0004,2024-01-14,19,387.6,1
user0500,2023-02-19,13,148.8,0
user0225,2024-02-04,13,372.9,3
user0148,2023-11-26,19,229.0,0
user0014,2023-10-22,21,178.0,0
user0364,2023-02-26,20,272.5,0
user0110,2023-01-08,17,325.6,0
user0036,2023-08-06,11,236.0,0
user0353,2023-09-10,12,303.1,0
user0032,2024-04-14,14,294.6,0
user0616,2023-04-16,14,462.7,3
user0239,2023-12-17,15,301.0,1
user0034,2024-02-25,14,371.3,0
user0540,2024-01-28,15,324.8,1
user0640,2023-02-12,14,195.0,0
user0558,2023-12-10,19,313.3,1
user0610,2024-03-24,14,392.0,3
user0352,2023-01-08,9,349.9,1
user0712,2024-04-14,8,267.7,0
user0122,2024-04-28,11,297.9,2
user0492,2024-05-12,17,349.5,5
user0459,2024-05-12,9,255.1,0
user0439,2023-03-26,18,235.4,0
user0607,2024-02-04,17,225.7,1
user0315,2023-04-23,18,295.3,1
user0446,2023-11-26,9,255.7,1
user0798,2024-03-03,14,380.0,1
user0214,2023-04-23,18,187.9,1
user0543,2023-01-22,15,157.4,0
user0427,2023-02-19,12,311.4,1
user0163,2024-05-12,15,293.8,0
user0497,2023-01-08,13,448.6,2
user0768,2023-01-01,14,267.5,0
user0355,2024-05-26,17,118.4,0
user0497,2023-08-27,14,176.5,0
user0470,2023-02-12,18,344.0,0
user0059,2023-01-15,8,197.6,0
user0238,2024-04-28,5,244.8,0
user0279,2024-05-05,18,245.2,0
user0769,2024-05-26,16,314.1,2
user0014,2023-12-24,14,96.2,0
user0036,2024-02-04,13,509.4,1
user0211,2024-06-02,13,186.7,0
user0401,2023-02-12,13,274.6,1
user0775,2024-05-12,13,299.1,2
user0628,2023-04-16,14,362.1,2
user0187,2023-01-08,15,301.7,0
user0299,2024-01-21,11,320.9,0
